,quality_score,view_certificate_1,view_certificate_2,Cupping Protocol and Descriptors,View Green Analysis Details,Request a Sample,Species,Owner,Country of Origin,Farm Name,Lot Number,Mill,ICO Number,Company,Altitude,Region,Producer,Number of Bags,Bag Weight,In-Country Partner,Harvest Year,Grading Date,Owner.1,Variety,Status,Processing Method,NA,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,NA.1,Uniformity,Clean Cup,Sweetness,Cupper Points,Total Cup Points,NA.2,Moisture,Category One Defects,Quakers,Color,Category Two Defects,NA.3,Expiration,Certification Body,Certification Address,Certification Contact,,Notes
610,82.67,,,,,,Arabica,Consejo Salvadoreño del Café,El Salvador,El Barbaro,1,Santa Adelaida,09-0488-001,Consejo Salvadoreño del Café,1200,"El Balsamo, Quezaltepec","El Barbaro, S.A. de C.V.",275,69 kg,Salvadoran Coffee Council,2016,"March 29th, 2016",Consejo Salvadoreño del Café,Pacas,Completed,Washed / Wet,Sample,7.67,7.67,7.67,7.67,7.5,7.67,Sample,10,10,9.33,7.5,Sample  82.67,,0 %,0 full defects,0,Green,7 full defects,,"March 29th, 2017",Salvadoran Coffee Council,"Final 1a. Av. Norte y 13 Calle Pte., dentro de las instalaciones del MAG",Tomas Bonilla - (503) 2505-6600,,
611,82.67,,,,,,Arabica,José Luis Rojas Yeo,Mexico,Gabriel Bernard Rivas Ross,53,Beneficio Dos puentes,,Finca Kassandra,1300,"Huatusco, Ver",Finca Kassandra,8,8 kg,Centro Agroecológico del Café A.C.,2016,"February 25th, 2016",José Luis Rojas Yeo,,Completed,,Sample,7.5,7.67,7.42,7.75,7.42,7.17,Sample,10,10,10,7.75,Sample  82.67,,11 %,0 full defects,2,Green,3 full defects,,"February 24th, 2017",Centro Agroecológico del Café A.C.,"Instituto de Ecología A. C., Campus III Edificio A Planta Baja Carretera Antigua a Coatepec No. 351 Col. El Haya C.P. 91070 Xalapa, Veracruz, México.",Stephany Escamilla Femat - Tel. +52 228 8421800 Ext. 3092,,
612,82.67,,,,,,Arabica,Federacion Nacional de Cafeteros,Colombia,,,,3- 01-6894,Federacion Nacional de Cafeteros,,Huila,,1,2 kg,Almacafé,2015,"November 3rd, 2015",Federacion Nacional de Cafeteros,,Completed,Washed / Wet,Sample,7.75,7.5,7.33,7.58,7.33,7.75,Sample,10,10,10,7.42,Sample  82.67,,0 %,1 full defects,0,Green,9 full defects,,"November 2nd, 2016",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,
613,82.67,,,,,,Arabica,Ipanema Coffees,Brazil,Rio Verde,,Ipanema Comercial e Exportadora SA,002/4177/0150,Ipanema Coffees,1,South of Minas Gerais,Ipanema Agrícola SA,320,2 kg,Brazil Specialty Coffee Association,2015/2016,"October 8th, 2015",Ipanema Coffees,Yellow Bourbon,Completed,Natural / Dry,Sample,7.58,7.5,7.42,7.67,7.5,7.5,Sample,10,10,10,7.5,Sample  82.67,,0 %,0 full defects,0,Green,0 full defects,,"October 7th, 2016",Brazil Specialty Coffee Association,"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil",João Vitor - 55 35 3212-6302 or 3212-4705,,
614,82.67,,,,,,Arabica,BOURBON SPECIALTY COFFEES,Brazil,SANTA MARIA,,,002/4542/0213,BOURBON SPECIALTY COFFEES,,MONTE CARMELO,MANOEL CARDOSO AND GALILEO CARDOSO,300,60 kg,Brazil Specialty Coffee Association,2014,"January 15th, 2015",BOURBON SPECIALTY COFFEES,Catuai,Completed,Natural / Dry,Sample,7.33,7.5,7.58,7.58,7.67,7.5,Sample,10,10,10,7.5,Sample  82.67,,12 %,0 full defects,0,,9 full defects,,"January 15th, 2016",Brazil Specialty Coffee Association,"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil",João Vitor - 55 35 3212-6302 or 3212-4705,,
615,82.67,,,,,,Arabica,Nitin Coffee Estate,"Tanzania, United Republic Of",Nitin,,Nitin Coffee Estate,C25,Nitin Coffee Estate,1700,Karatu Arusha,Nitin Coffee Estate,93,60 kg,Africa Fine Coffee Association,2014,"December 18th, 2014",Nitin Coffee Estate,Other,Completed,Washed / Wet,Sample,7.5,7.5,7.5,7.5,7.5,7.58,Sample,10,10,10,7.58,Sample  82.67,,12 %,0 full defects,0,Green,0 full defects,,"December 18th, 2015",Africa Fine Coffee Association,"P.O.Box 27405, Plot 4, Bazarabuza Drive, Bugolobi, Kampala, Uganda.",Faith Asaji - +256 414 269 140,,
616,82.67,,,,,,Arabica,Taylor Winch (T) Ltd,"Tanzania, United Republic Of",AMPCG,,Taylor Winch (T) Ltd,C20,Taylor Winch(T) Ltd,1550,"Mbinga, Ruvuma",Taylor Winch (T) ltd,77,60 kg,Africa Fine Coffee Association,2014,"December 15th, 2014",Taylor Winch (T) Ltd,Bourbon,Completed,Washed / Wet,Sample,7.58,7.5,7.5,7.58,7.33,7.58,Sample,10,10,10,7.58,Sample  82.67,,12 %,0 full defects,0,Green,4 full defects,,"December 15th, 2015",Africa Fine Coffee Association,"P.O.Box 27405, Plot 4, Bazarabuza Drive, Bugolobi, Kampala, Uganda.",Faith Asaji - +256 414 269 140,,
617,82.67,,,,,,Arabica,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,伊娜咖啡莊園,,伊娜咖啡莊園,Taiwan台灣,宸嶧國際,1200公尺,嘉義阿里山,林道明,10,60 kg,Blossom Valley International,2014,"November 23rd, 2014",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Completed,Washed / Wet,Sample,8,7.83,7.83,7.42,7.25,7.25,Sample,10,10,10,7.08,Sample  82.67,,8 %,0 full defects,0,Green,0 full defects,,"November 23rd, 2015",Blossom Valley International,No.72 Mo-Fan St. Taiwan Zip: 403,Damon Chen - +886-4-23022323,,
618,82.67,,,,,,Arabica,PRODUCTOS Y SERVICIOS CHILINDRON S.A. DE C.V.,Mexico,LOS LLANITOS,,LA YERBA,703805790,PRODUCTOS Y SERVICIOS CHILINDRON S.A. DE C.V.,1296,LA YERBA,AVELINO CHAVEZ REYNA,11,1 kg,AMECAFE,2014,"August 15th, 2014",PRODUCTOS Y SERVICIOS CHILINDRON S.A. DE C.V.,Typica,Completed,Natural / Dry,Sample,7.67,7.58,7.42,7.5,7.42,7.5,Sample,10,10,10,7.58,Sample  82.67,,11 %,0 full defects,0,Green,0 full defects,,"August 15th, 2015",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,
619,82.67,,,,,,Arabica,Kawacom Uganda LTD,Uganda,Bugisu Shamba,,Kawacom,793,AFCA,1400- 1900,Mt Elgon,Kawacom Uganda Ltd,1,60 kg,Uganda Coffee Development Authority,2013,"June 25th, 2014",Kawacom Uganda LTD,SL14,Completed,Washed / Wet,Sample,7.67,7.5,7.33,7.67,7.5,7.5,Sample,10,10,10,7.5,Sample  82.67,,12 %,0 full defects,0,Green,0 full defects,,"June 25th, 2015",Uganda Coffee Development Authority,"Coffee House, Plot 35, Jinja Road, P.O. Box 7267, Kampala, Uganda",Clare Rwakatogoro - 256-41-256940/233073,,
620,82.67,,,,,,Arabica,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,Zhuo wu shan Coffee 卓武山咖啡農場,,Zhuo wu shan Coffee 卓武山咖啡農場,,Blossom Valley宸嶧國際,1240 M,Chiayi Alishan 嘉義縣阿里山鄉,Xu ding ye 許定燁,10,30 kg,Blossom Valley International,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Completed,Washed / Wet,Sample,7.67,7.5,7.5,7.5,7.5,7.5,Sample,10,10,10,7.5,Sample  82.67,,11 %,0 full defects,0,Green,0 full defects,,"December 26th, 2014",Blossom Valley International,No.72 Mo-Fan St. Taiwan Zip: 403,Damon Chen - +886-4-23022323,,
621,82.67,,,,,,Arabica,松澤宏樹 Koju Matsuzawa,Thailand,m10,,m10,,"Coffeas Co., Ltd",1500,Phahi,Koju Matsuzawa,300,60 kg,Specialty Coffee Institute of Asia,2013,"September 3rd, 2013",松澤宏樹 Koju Matsuzawa,Caturra,Completed,Washed / Wet,Sample,7.42,7.5,7.5,7.67,7.58,7.5,Sample,10,10,10,7.5,Sample  82.67,,11 %,0 full defects,0,Bluish-Green,0 full defects,,"September 3rd, 2014",Specialty Coffee Institute of Asia,"3F, 259-1 Ulgiro-3-ga, Joong-gu, Seoul, South Korea, Zip code:100-847","Sung-Yong Steven Kil - 82-10-7912-1456-English, 82-2269-1456-Korean",,
622,82.67,,,,,,Arabica,Exportadora de Cafe Condor S.A,Colombia,,,trilladora Bonanza,3-68-0049,Exportadora de Cafe Condor S.A,1800 msnm,Huila,,250,70 kg,Almacafé,2012,"January 22nd, 2013",Exportadora de Cafe Condor S.A,Caturra,Completed,Washed / Wet,Sample,7.75,7.58,7.67,7.25,7.58,7.42,Sample,10,10,10,7.42,Sample  82.67,,11 %,0 full defects,0,Bluish-Green,3 full defects,,"January 22nd, 2014",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,
623,82.67,,,,,,Arabica,Adam Kline,El Salvador,,,,009/0060/44L1,Atlantic Specialty Coffee,,,,288,1 kg,Specialty Coffee Association,2012,"August 17th, 2012",Adam Kline,Other,Completed,Washed / Wet,Sample,7.92,8,7.5,6.75,7.92,7.58,Sample,10,10,9.33,7.67,Sample  82.67,,0 %,0 full defects,0,None,17 full defects,,"August 17th, 2013",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,
624,82.67,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,FINCA MEDINA,,-,-,FINCA MEDINA,1500,ANTIGUA,-,275,69 kg,Asociacion Nacional Del Café,2012,"July 17th, 2012",Juan Luis Alvarado Romero,Caturra,Completed,Washed / Wet,Sample,7.67,7.67,7.17,7.67,7.5,7.5,Sample,10,10,10,7.5,Sample  82.67,,11 %,0 full defects,0,Green,0 full defects,,"July 17th, 2013",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,
625,82.67,,,,,,Arabica,Doi Tung Development Project,Thailand,Doi Tung Development Project,,Doi Tung Development Project,-,Mae Fah Luang Foundation,-,Thailand,Doi Tung Development Project,2,1 kg,Specialty Coffee Association,2012,"June 13th, 2012",Doi Tung Development Project,Other,Completed,Washed / Wet,Sample,7.83,7.33,7.83,7.33,7.58,7.83,Sample,10,10,9.33,7.58,Sample  82.67,,12 %,0 full defects,0,Bluish-Green,0 full defects,,"June 13th, 2013",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,
626,82.67,,,,,,Arabica,MONTEGRANDE,Mexico,FINCA MONTE GRANDE,,,1506622904,CAFE MONTEGRANDE,1100,,AMIN JAVIER MOISES CEJA,36,1 kg,AMECAFE,2012,"June 6th, 2012",MONTEGRANDE,Other,Completed,Washed / Wet,Sample,7.58,7.58,7.42,7.58,7.42,7.5,Sample,10,10,10,7.58,Sample  82.67,,11 %,0 full defects,0,,2 full defects,,"June 6th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,
627,82.67,,,,,,Arabica,GRUPO CAFETALERO LOS BRUJOS SPR DE RL,Mexico,FINCA CASTILLOS,,,F-30002939,GRUPO CAFETALERO LOS BRUJOS,950,MAHUIXTLAN,MARIA DE LOURDES ANCIRA ELIZONDO,23,1 kg,AMECAFE,2012,"June 6th, 2012",GRUPO CAFETALERO LOS BRUJOS SPR DE RL,Typica,Completed,Washed / Wet,Sample,7.5,7.58,7.58,7.58,7.42,7.42,Sample,10,10,10,7.58,Sample  82.67,,12 %,0 full defects,0,,0 full defects,,"June 6th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,
628,82.67,,,,,,Arabica,George A. Fernandez,Colombia,La Canada,,The beneficio is designed to be ecologic,2889,,"1,800 meters (5,900",52 Narino (exact location: Mattituy; municipal region: Florida Code 381,Mariana Cabrera Pantoja; I.D.: 27 423 625,1,1 kg,Specialty Coffee Association,Spring 2011 in Colombia.,"November 16th, 2011",George A. Fernandez,,Completed,,Sample,7.33,7.58,7.42,7.42,7.67,7.67,Sample,10,10,10,7.58,Sample  82.67,,11 %,0 full defects,0,Green,0 full defects,,"November 15th, 2012",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,
629,82.67,,,,,,Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),,,,,,,Kona,,37,100 lbs,Specialty Coffee Association,,"September 20th, 2011",Kona Pacific Farmers Cooperative,,Completed,,Sample,7.83,7.67,7.5,7.67,7.5,7.58,Sample,10,10,9.33,7.58,Sample  82.67,,3 %,2 full defects,0,,0 full defects,,"September 19th, 2012",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,
630,82.67,,,,,,Arabica,Young Kim,Mexico,KASSANDRA,,,016-2484-05,,1400 MASL,Mexico,Finca Kassandra,1,1 kg,Specialty Coffee Association,2010-2011,"April 6th, 2011",Young Kim,Blue Mountain,Completed,,Sample,7.75,7.58,7.25,7.75,7.67,7.58,Sample,10,10,10,7.08,Sample  82.67,,0 %,0 full defects,0,,1 full defects,,"April 5th, 2012",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,
631,82.67,,,,,,Arabica,Exportadora de Cafe Condor S.A,Colombia,,,trilladora Bonanza-Armenia Quindio,3-68-0152,,1800 msnm,huila,,250,70 kg,Almacafé,4T/10,"February 9th, 2011",Exportadora de Cafe Condor S.A,,Completed,,Sample,8.08,7.67,7.67,7.33,7.33,7.17,Sample,10,10,10,7.42,Sample  82.67,,8 %,0 full defects,0,,3 full defects,,"February 9th, 2012",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,
632,82.67,,,,,,Arabica,Racafe & Cia S.C.A,Colombia,,,,3-037-2273,,,,,270,70 kg,Almacafé,2009-2010,"September 3rd, 2010",Racafe & Cia S.C.A,,Completed,,Sample,7.5,7.42,7.33,7.33,7.67,7.83,Sample,10,10,10,7.58,Sample  82.67,,21 %,0 full defects,0,,2 full defects,,"September 3rd, 2011",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,
633,82.58,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,LA ESMERALDA,11/23/0634,BENEFICIO IXCHELL,11/23/0634,"UNEX GUATEMALA, S.A.",4000,ORIENTE,JESUS RAMIREZ,25,69 kg,Asociacion Nacional Del Café,2017,"September 8th, 2017",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,Sample,7.5,7.42,7.42,7.75,7.5,7.5,Sample,10,10,10,7.5,Sample  82.58,,10 %,0 full defects,1,Green,2 full defects,,"September 8th, 2018",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,
634,82.58,,,,,,Arabica,"Lin, Che-Hao Krude 林哲豪",Taiwan,林園咖啡 Lin Yuan Coffee,2017南投咖啡評鑑 NANTOU COFFEE EVALUATION EVENT 2017,林園咖啡 Lin Yuan Coffee,Taiwan,Taiwan Coffee Laboratory,1050,國姓鄉 Guoshing Township,林文弘 Lin Wen Hong,6,5 kg,Specialty Coffee Association,2016,"August 22nd, 2017","Lin, Che-Hao Krude 林哲豪",Typica,Completed,Pulped natural / honey,Sample,7.67,7.42,7.5,7.42,7.58,7.5,Sample,10,10,10,7.5,Sample  82.58,,11 %,0 full defects,5,Green,0 full defects,,"August 22nd, 2018",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,
635,82.58,,,,,,Arabica,Gabriel Barbara,Brazil,,GO-669-16,COPAG ARMAZÉNS GERAIS LTDA.,,Volcafe Ltda.,,South of Minas,,198,59 kg,Brazil Specialty Coffee Association,2016,"April 19th, 2017",Gabriel Barbara,,Completed,Pulped natural / honey,Sample,7.5,7.58,7.42,7.5,7.75,7.33,Sample,10,10,10,7.5,Sample  82.58,,11 %,0 full defects,0,Green,7 full defects,,"April 19th, 2018",Brazil Specialty Coffee Association,"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil",João Vitor - 55 35 3212-6302 or 3212-4705,,
636,82.58,,,,,,Arabica,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,台中市新社區崑山里,1,台中市新社區崑山里,,宸嶧國際,200 M,Changhua BaGuaShan 彰化市八卦山,陳勝樂0912326001,1,10 kg,Blossom Valley International,2016 / 2017,"February 13th, 2017",CQI Taiwan ICP CQI台灣合作夥伴,,Completed,,Sample,7.25,7.25,7,7.08,7,7,Sample,10,10,10,10,Sample  82.58,,11 %,0 full defects,0,Blue-Green,0 full defects,,"February 13th, 2018",Blossom Valley International,No.72 Mo-Fan St. Taiwan Zip: 403,Damon Chen - +886-4-23022323,,chose second category 3 table bc it had less missing data
637,82.58,,,,,,Arabica,BOURBON SPECIALTY COFFEES,Brazil,,43102245/P4615,Dinamo Armazens Gerais Ltda,002/4542/0190,BOURBON SPECIALTY COFFEES,,CAMPOS ALTOS - CERRADO,,300,60 kg,Brazil Specialty Coffee Association,2016,"December 28th, 2015",BOURBON SPECIALTY COFFEES,,Completed,,Sample,7.42,7.42,7.5,7.33,7.25,7.67,Sample,10,10,10,8,Sample  82.58,,0 %,1 full defects,9,Green,2 full defects,,"December 27th, 2016",Brazil Specialty Coffee Association,"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil",João Vitor - 55 35 3212-6302 or 3212-4705,,
638,82.58,,,,,,Arabica,Andry Simarmata,Indonesia,SMALL HOLDERS FARMER,,SARIMAKMUR,015/0826/0516,PT. SARI MAKMUR TUNGGAL MANDIRI,1200-1300m dpl,Aceh,SMALL HOLDERS FARMER,150,2 kg,Torch Coffee Lab Yunnan,2015,"September 15th, 2015",Andry Simarmata,Typica,Completed,Semi-washed / Semi-pulped,Sample,7.83,7.58,7.42,7.33,7.42,7.5,Sample,10,10,10,7.5,Sample  82.58,,13 %,0 full defects,0,Blue-Green,6 full defects,,"September 14th, 2016",Torch Coffee Lab Yunnan,云南省普洱市思茅区龙生路公园1号105栋306室 张富明 Long Shen Road Gong Yuan 1 Hao Building 105 Suite 306 18708858982,Marty Pollack - 18287988435,,
639,82.58,,,,,,Arabica,Doi Tung Development Project,Thailand,,,,-,Doi Tung Development Project,800++,THAILAND,Doi Tung Development Project,1,1 kg,Specialty Coffee Association,2014,"June 9th, 2015",Doi Tung Development Project,,Completed,Washed / Wet,Sample,7.75,7.33,7.42,7.67,7.42,7.5,Sample,10,10,10,7.5,Sample  82.58,,12 %,0 full defects,0,Green,0 full defects,,"June 8th, 2016",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,
640,82.58,,,,,,Arabica,松澤宏樹 Koju Matsuzawa,Thailand,,,,Thailand,"Coffeas Co., Ltd","1,400-1,500 m",Chiangrai,"Coffeas Co., Ltd.",50,20 kg,Specialty Coffee Institute of Asia,2014,"February 15th, 2015",松澤宏樹 Koju Matsuzawa,Caturra,Completed,Washed / Wet,Sample,7.42,7.58,7.58,7.42,7.58,7.5,Sample,10,10,10,7.5,Sample  82.58,,12 %,0 full defects,0,Blue-Green,1 full defects,,"February 15th, 2016",Specialty Coffee Institute of Asia,"3F, 259-1 Ulgiro-3-ga, Joong-gu, Seoul, South Korea, Zip code:100-847","Sung-Yong Steven Kil - 82-10-7912-1456-English, 82-2269-1456-Korean",,
641,82.58,,,,,,Arabica,Tembo Coffee Company Ltd,"Tanzania, United Republic Of",Lubanda AMCOS,,Tembo Coffee Company Ltd,C37,Tembo Coffee Company Ltd,1317,Ikand Village,Tembo Coffee Company Ltd,10,60 kg,Africa Fine Coffee Association,2014,"December 12th, 2014",Tembo Coffee Company Ltd,Other,Completed,Washed / Wet,Sample,7.75,7.42,7.33,7.5,7.58,7.5,Sample,10,10,10,7.5,Sample  82.58,,12 %,0 full defects,0,,1 full defects,,"December 12th, 2015",Africa Fine Coffee Association,"P.O.Box 27405, Plot 4, Bazarabuza Drive, Bugolobi, Kampala, Uganda.",Faith Asaji - +256 414 269 140,,
642,82.58,,,,,,Arabica,Kawacom Uganda LTD,Uganda,Mt.Elgon sipi falls Cheema,,Kawacom(U)LTD,0,Kawacom uganda LTD,1400-1900,Eastern,Sipi organic coffee project,1,60 kg,Uganda Coffee Development Authority,2013,"June 30th, 2014",Kawacom Uganda LTD,SL14,Completed,Natural / Dry,Sample,7.83,7.5,7.42,7.58,7.42,7.42,Sample,10,10,10,7.42,Sample  82.58,,12 %,0 full defects,0,Green,0 full defects,,"June 30th, 2015",Uganda Coffee Development Authority,"Coffee House, Plot 35, Jinja Road, P.O. Box 7267, Kampala, Uganda",Clare Rwakatogoro - 256-41-256940/233073,,
643,82.58,,,,,,Arabica,Eric Thormaehlen,Costa Rica,VARIOS,,CORICAFE SA,5-0048-0125,CORICAFE S.A.,1200-1400,CENTRAL VALLEY - WEST VALLEY,VARIOS,250,1 kg,Specialty Coffee Association of Costa Rica,2013,"May 9th, 2014",Eric Thormaehlen,Catuai,Completed,Washed / Wet,Sample,7.67,7.42,7.5,7.67,7,7.75,Sample,10,10,10,7.58,Sample  82.58,,11 %,0 full defects,0,Green,3 full defects,,"May 9th, 2015",Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685,,
644,82.58,,,,,,Arabica,Dane Loraas,Mexico,,,,016-2022-0008,Sustainable Harvest,,Veracruz,Huatusco,320,5 lbs,Specialty Coffee Association,2014,"April 18th, 2014",Dane Loraas,,Completed,Washed / Wet,Sample,7.58,7.58,7.42,7.75,7.67,7.67,Sample,9.33,10,10,7.58,Sample  82.58,,0 %,0 full defects,0,Green,11 full defects,,"April 18th, 2015",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,
645,82.58,,,,,,Arabica,Brent Hall,Guatemala,,,,2,S&D Coffee and Tea,,,,1,2 kg,Specialty Coffee Association,2012,"December 10th, 2013",Brent Hall,,Completed,Natural / Dry,Sample,7.5,7.58,7.42,7.58,7.42,7.58,Sample,10,10,10,7.5,Sample  82.58,,0 %,0 full defects,0,Blue-Green,4 full defects,,"December 10th, 2014",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,
646,82.58,,,,,,Arabica,Exportadora de Cafe Condor S.A,Colombia,varias,,trilladora bonanza,3-68-0160,Exportadora de Cafe Condor S.A,1750 msnm,huila,varios,250,70 kg,Almacafé,2013,"April 16th, 2013",Exportadora de Cafe Condor S.A,Caturra,Completed,Washed / Wet,Sample,7.75,7.25,7.33,7.42,7.5,7.83,Sample,10,10,10,7.5,Sample  82.58,,11 %,0 full defects,0,Blue-Green,3 full defects,,"April 16th, 2014",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,
647,82.58,,,,,,Arabica,Exportadora de Cafe Condor S.A,Colombia,varias,,trilladora boananza,3-68-0004,Exportadora de Cafe Condor S.A,1750 msnm,huila,varios,250,70 kg,Almacafé,2012,"October 9th, 2012",Exportadora de Cafe Condor S.A,Caturra,Completed,Washed / Wet,Sample,7.75,7.5,7.75,7.25,7.33,7.58,Sample,10,10,10,7.42,Sample  82.58,,11 %,0 full defects,0,,3 full defects,,"October 9th, 2013",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,
648,82.58,,,,,,Arabica,Exportadora de Cafe Condor S.A,Colombia,,,trilladora bonanza,3-68-0140,Exportadora de Cafe Condor S.A,1750 msnm,huila,,250,70 kg,Almacafé,2013,"February 27th, 2013",Exportadora de Cafe Condor S.A,Caturra,Completed,Washed / Wet,Sample,7.58,7.5,7.42,7.58,7.67,7.42,Sample,10,10,10,7.42,Sample  82.58,,11 %,0 full defects,0,Green,0 full defects,,"February 27th, 2014",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,
649,82.58,,,,,,Arabica,GUILLERMO ROJAS SALDANA,Mexico,JAMAICA,,CUAUHTEMOC 321 COL. TRINIDAD DE LAS HUERTAS,1405818311,,1250,OAXACA,GUILLERMO ROJAS SALDAÑA,50,1 kg,AMECAFE,2012,"September 4th, 2012",GUILLERMO ROJAS SALDANA,Typica,Completed,Washed / Wet,Sample,7.5,7.58,7.5,7.5,7.42,7.5,Sample,10,10,10,7.58,Sample  82.58,,10 %,0 full defects,0,Green,6 full defects,,"September 4th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,
650,82.58,,,,,,Arabica,ORGANIZACIONES DE PRODUCTORES DE CAFE COLIMENSE,Mexico,LA TIMBUCHERA; EL OCOTITO Y LA HORTALIZA,,BENEFICIO CAFETALEROS DEL ARRAYANAL,703815218; 703815215; 703815197,ORGANIZACIONES DE PRODUCTORES DE CAFE COLIMENSE SA DE CV,1150,COLIMA,FEDERICO ENCISO MICHEL; LEODAN ENCISO FIGUEROA; JAIME LOPEZ LOPEZ,70,1 kg,AMECAFE,2012,"July 2nd, 2012",ORGANIZACIONES DE PRODUCTORES DE CAFE COLIMENSE,Typica,Completed,Washed / Wet,Sample,7.67,7.58,7.58,7.75,7.67,6.83,Sample,10,10,10,7.5,Sample  82.58,,12 %,0 full defects,0,Green,0 full defects,,"July 2nd, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,
651,82.58,,,,,,Arabica,Racafe & Cia S.C.A,Colombia,,,,3-37-1435,C.I.Racafe & Cia S.C.A,De 1.600 a 1.950 msnm,Huila,LA PLATA,275,70 kg,Almacafé,2012,"June 13th, 2012",Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,Sample,7.33,7.42,7.58,7.42,7.67,7.5,Sample,10,10,10,7.67,Sample  82.58,,11 %,2 full defects,0,Green,2 full defects,,"June 13th, 2013",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,
652,82.58,,,,,,Arabica,NUCOFFEE,Brazil,Fazenda Chamusca,,,002/1251/0359,,900-1050m,South Minas Gerais,Mario Garcia Reis Neto,42,60 kg,NUCOFFEE,2011,"October 28th, 2011",NUCOFFEE,Mundo Novo,Completed,,Sample,7.58,7.5,7.33,7.75,7.5,7.5,Sample,10,10,10,7.42,Sample  82.58,,0 %,0 full defects,0,,4 full defects,,"October 27th, 2012",NUCOFFEE,"Av. Nações Unidas, 18.001 - 5° floor",-,,
